grade_id,student_id,assessment_id,score,passed
292,9795,535,87.58,True
293,5963,535,74.8,True
294,9644,535,85.55,True
295,1151,535,76.62,True
296,17005,535,69.98,True
297,7244,535,82.16,True
298,8969,535,69.18,True
299,16003,535,70.1,True
300,2828,535,77.18,True
301,6864,535,70.35,True
302,4334,535,60.25,True
303,16055,535,69.76,True
304,15274,535,56.6,False
305,16068,535,94.54,True
306,1000,535,75.58,True
307,12794,844,77.7,True
308,14998,844,71.59,True
309,11510,844,49.31,False
310,3839,844,76.96,True
311,2275,844,74.46,True
312,15845,844,62.03,True
313,10477,844,76.41,True
314,10643,844,74.73,True
315,16326,844,75.53,True
316,13447,844,76.49,True
317,5576,844,61.61,True
318,9305,844,82.69,True
319,10209,844,85.5,True
320,13134,844,71.36,True
321,17293,449,79.55,True
322,5314,449,64.18,True
323,9212,449,62.87,True
324,5565,449,82.0,True
325,6338,449,80.1,True
326,10292,449,68.67,True
327,11770,449,60.67,True
328,15552,449,100.0,True
329,2473,449,83.42,True
330,6570,449,81.04,True
331,628,449,66.35,True
332,9535,449,74.97,True
333,2821,449,83.84,True
334,7552,449,69.26,True
335,13212,449,92.09,True
336,6838,449,96.71,True
337,11349,449,95.29,True
338,12040,577,79.72,True
339,14372,577,75.91,True
340,7189,577,65.97,True
341,5520,577,100.0,True
342,12007,577,67.63,True
343,14871,577,85.35,True
344,16910,577,99.83,True
345,14019,577,73.25,True
346,12186,577,80.53,True
347,8227,577,66.67,True
348,4240,577,95.32,True
349,8002,577,79.92,True
350,10495,577,91.15,True
351,15441,577,70.27,True
352,14832,577,98.99,True
353,11359,577,85.92,True
354,8207,577,59.01,False
355,10959,577,63.55,True
356,16441,577,89.81,True
357,12160,577,69.25,True
358,11098,577,96.53,True
359,13259,577,88.03,True
360,14955,671,75.16,True
361,3665,671,74.83,True
362,10494,671,79.89,True
363,6910,671,60.71,True
364,10894,671,59.77,False
365,12819,671,70.02,True
366,3510,671,76.44,True
367,5677,671,66.88,True
368,7721,671,95.57,True
369,1249,671,94.79,True
370,16099,671,100.0,True
371,9596,671,69.93,True
372,1684,671,83.23,True
373,14716,671,76.26,True
374,11821,671,93.83,True
375,1220,671,89.0,True
376,8724,671,91.49,True
377,8058,671,72.37,True
378,8713,671,86.56,True
379,13579,671,95.42,True
380,12552,671,68.12,True
381,616,671,70.45,True
382,15086,671,90.22,True
383,6387,671,82.02,True
384,14871,671,81.1,True
385,8384,671,85.51,True
386,4640,671,96.71,True
387,9031,671,85.71,True
388,4340,671,91.08,True
389,2821,216,79.03,True
390,3125,216,57.69,False
391,8506,216,89.88,True
392,17158,216,74.53,True
393,11040,216,85.66,True
394,6685,216,77.58,True
395,13263,216,68.96,True
396,5827,216,84.42,True
397,6392,216,81.67,True
398,6265,216,76.62,True
399,9908,216,83.37,True
400,13534,216,97.43,True
401,10001,216,87.37,True
402,6351,216,66.89,True
403,8295,216,70.14,True
404,7776,216,92.35,True
405,13983,216,76.57,True
406,17205,216,66.88,True
407,8822,216,77.22,True
408,2074,216,79.69,True
409,3484,216,78.18,True
410,16523,304,62.25,True
411,10090,304,51.94,False
412,9771,304,92.15,True
413,10685,304,85.59,True
414,367,304,72.55,True
415,4128,304,80.6,True
416,15322,304,56.07,False
417,14714,304,74.05,True
418,17120,304,76.79,True
419,10327,304,71.89,True
420,17543,304,72.29,True
421,5349,304,78.95,True
422,3434,304,75.97,True
423,15821,304,70.95,True
424,5729,304,81.23,True
425,7445,304,100.0,True
426,10375,304,76.36,True
427,10608,304,47.29,False
428,5571,304,85.64,True
429,2562,304,82.02,True
430,11159,304,66.69,True
431,15517,304,64.51,True
432,1929,304,82.62,True
433,3477,681,77.81,True
434,15086,681,78.5,True
435,16226,681,57.67,False
436,4766,681,94.6,True
437,13003,681,68.1,True
438,1131,681,77.77,True
439,16335,681,86.24,True
440,17288,681,73.53,True
441,11036,681,65.19,True
442,15166,681,76.38,True
443,2120,681,88.29,True
444,16802,681,93.09,True
445,8590,681,61.97,True
446,7412,681,80.83,True
447,16675,681,77.52,True
448,4234,681,73.7,True
449,11353,222,100.0,True
450,3277,222,84.3,True
451,15137,222,60.39,True
452,13430,222,85.31,True
453,11200,222,75.82,True
454,8713,222,71.12,True
455,12130,222,78.59,True
456,2315,222,76.39,True
457,16340,222,98.47,True
458,5338,222,73.26,True
459,8649,222,71.7,True
460,12208,222,70.65,True
461,7770,222,89.42,True
462,7429,222,86.95,True
463,14166,222,59.16,False
464,13268,222,65.53,True
465,16956,222,96.23,True
466,15666,222,69.38,True
467,8942,222,71.66,True
468,3783,222,65.44,True
469,857,222,71.99,True
470,11064,222,69.92,True
471,15010,222,81.45,True
472,14574,222,83.02,True
473,12296,222,99.77,True
474,3774,222,75.21,True
475,15059,222,79.43,True
476,10406,222,100.0,True
477,1638,180,80.76,True
478,7384,180,69.87,True
479,7427,180,77.47,True
480,7251,180,78.01,True
481,4565,180,76.77,True
482,12062,180,80.15,True
483,13395,180,68.04,True
484,12391,180,90.8,True
485,13275,180,95.14,True
486,11650,180,98.82,True
487,12041,180,61.56,True
488,11573,180,90.25,True
489,16711,180,97.36,True
490,4580,180,84.02,True
491,16891,180,74.15,True
492,16194,180,54.73,False
493,4740,180,64.56,True
494,15468,180,78.32,True
495,3269,3,90.29,True
496,2459,3,87.1,True
497,4133,3,77.5,True
498,9706,3,89.11,True
499,1954,3,73.88,True
500,5511,3,73.82,True
501,15176,3,80.41,True
502,15778,3,96.92,True
503,4866,3,53.08,False
504,15828,3,99.31,True
505,6909,3,77.24,True
506,7481,3,65.1,True
507,5034,3,68.12,True
508,15402,3,87.36,True
509,12903,3,71.8,True
510,16015,3,64.06,True
511,98,3,82.21,True
512,16154,3,73.28,True
513,14552,3,91.02,True
514,5916,3,100.0,True
515,8624,3,97.64,True
516,9632,3,79.4,True
517,12491,3,93.8,True
518,4410,462,76.95,True
519,3490,462,55.01,False
520,5803,462,59.6,False
521,73,462,80.66,True
522,5128,462,58.46,False
523,10011,462,75.83,True
524,405,462,56.13,False
525,6923,462,94.35,True
526,11584,462,68.63,True
527,12224,462,92.99,True
528,14077,462,64.78,True
529,11441,462,78.71,True
530,805,462,73.29,True
531,17119,462,82.02,True
532,1431,462,69.52,True
533,12044,462,100.0,True
534,7933,462,87.26,True
535,4382,462,56.95,False
536,1957,462,68.2,True
537,16197,462,88.28,True
538,14594,462,73.08,True
539,7246,886,87.15,True
540,2294,886,65.48,True
541,13023,886,77.98,True
542,8868,886,77.78,True
543,3029,886,82.01,True
544,11397,886,84.24,True
545,12462,886,82.4,True
546,12884,886,92.93,True
547,14649,886,82.44,True
548,1059,886,63.58,True
549,7854,886,76.92,True
550,16800,886,74.57,True
551,2073,886,58.89,False
552,5262,886,97.28,True
553,14313,886,59.31,False
554,14522,886,73.8,True
555,1569,886,69.27,True
556,13595,886,69.71,True
557,6346,886,70.18,True
558,14714,886,79.04,True
559,7787,886,92.65,True
560,8549,886,84.96,True
561,2221,886,92.26,True
562,2903,886,64.4,True
563,6704,886,81.5,True
564,5475,886,85.87,True
565,8964,623,100.0,True
566,16985,623,92.65,True
567,11823,623,60.37,True
568,8084,623,71.33,True
569,9999,623,73.7,True
570,12577,623,80.66,True
571,4087,623,91.09,True
572,15557,623,84.16,True
573,16221,623,86.84,True
574,4731,623,91.38,True
575,5285,623,66.19,True
576,16155,623,85.34,True
577,148,623,76.0,True
578,11907,623,79.13,True
579,2953,623,88.75,True
580,1509,623,81.27,True
581,8744,623,85.39,True
582,7976,623,69.31,True
583,7822,623,98.52,True
584,727,168,70.76,True
585,9795,168,73.59,True
586,7701,168,96.34,True
587,10400,168,75.64,True
588,13182,168,76.84,True
589,15642,168,65.65,True
590,3220,168,82.75,True
591,1671,168,80.12,True
592,14766,168,75.1,True
593,7832,168,86.71,True
594,2988,168,93.28,True
595,13051,168,66.83,True
596,7804,168,72.48,True
597,2065,168,74.08,True
598,9243,168,83.65,True
599,15931,168,77.67,True
600,17497,168,78.5,True
601,15907,168,74.68,True
602,14169,168,72.6,True
603,16307,168,47.96,False
604,5720,168,92.37,True
605,2895,168,80.37,True
606,3835,168,94.51,True
607,16843,168,81.97,True
608,3870,168,84.36,True
609,4598,168,83.01,True
610,12120,889,75.25,True
611,7527,889,96.03,True
612,90,889,84.82,True
613,9822,889,78.7,True
614,9352,889,62.61,True
615,16490,889,74.62,True
616,12269,889,62.71,True
617,13521,889,51.08,False
618,16072,889,80.63,True
619,16623,889,78.82,True
620,13640,889,64.66,True
621,13078,889,70.6,True
622,7828,889,65.86,True
623,1506,889,70.8,True
624,191,889,84.72,True
625,17249,889,95.17,True
626,7050,889,57.94,False
627,7261,889,89.56,True
628,12558,889,100.0,True
629,6676,889,91.67,True
630,2264,889,91.7,True
631,15779,889,49.99,False
632,6489,889,100.0,True
633,5988,889,100.0,True
634,13364,889,89.63,True
635,8692,748,74.88,True
636,6479,748,74.73,True
637,4510,748,80.23,True
638,3286,748,66.51,True
639,10663,748,88.58,True
640,13021,748,85.94,True
641,5629,748,89.71,True
642,1076,748,74.2,True
643,5345,748,93.84,True
644,3532,748,82.46,True
645,14569,748,41.96,False
646,5759,748,69.54,True
647,13619,748,80.83,True
648,9531,445,68.15,True
649,5720,445,89.62,True
650,17170,445,91.34,True
651,16442,445,78.69,True
652,13943,445,73.37,True
653,7591,445,81.73,True
654,221,445,77.91,True
655,188,445,96.95,True
656,6472,445,77.89,True
657,2010,445,75.18,True
658,1752,445,78.56,True
659,16030,445,58.08,False
660,12923,445,60.57,True
661,4896,445,55.34,False
662,1375,445,100.0,True
663,1085,445,100.0,True
664,17040,445,73.36,True
665,7082,445,76.79,True
666,17244,445,93.48,True
667,1924,445,75.0,True
668,16406,445,74.45,True
669,17261,445,66.65,True
670,11096,445,73.12,True
671,5480,445,58.61,False
672,711,445,82.56,True
673,10108,38,86.64,True
674,5142,38,64.15,True
675,5990,38,83.5,True
676,6001,38,90.1,True
677,16975,38,68.19,True
678,1767,38,78.45,True
679,7172,38,82.96,True
680,12170,38,73.94,True
681,319,38,80.07,True
682,8227,38,89.74,True
683,3401,38,79.8,True
684,14819,38,58.18,False
685,5954,38,77.4,True
686,11312,38,94.51,True
687,593,38,91.94,True
688,1152,38,93.02,True
689,1732,38,73.38,True
690,1581,38,68.94,True
691,8808,38,63.12,True
692,15447,38,73.62,True
693,3663,38,71.02,True
694,9587,38,83.04,True
695,17536,38,69.32,True
696,9230,139,77.59,True
697,10979,139,93.38,True
698,1819,139,82.47,True
699,10050,139,67.04,True
700,201,139,65.36,True
701,4662,139,68.42,True
702,8923,139,86.75,True
703,14622,139,90.75,True
704,16070,139,96.22,True
705,17046,139,100.0,True
706,12114,139,91.9,True
707,13015,139,64.65,True
708,5336,139,90.68,True
709,15153,139,74.14,True
710,12893,139,65.47,True
711,8763,139,70.08,True
712,8794,139,86.19,True
713,16086,139,100.0,True
714,13575,139,88.89,True
715,12003,139,72.36,True
716,9356,139,74.4,True
717,17430,139,66.8,True
718,16641,139,88.25,True
719,13643,172,97.45,True
720,15964,172,82.02,True
721,10276,172,73.92,True
722,9853,172,100.0,True
723,2135,172,76.76,True
724,12811,172,65.35,True
725,4349,172,60.72,True
726,8818,172,96.6,True
727,14158,172,85.84,True
728,14056,172,76.12,True
729,11585,172,49.77,False
730,2897,172,73.06,True
731,5434,172,83.25,True
732,14271,172,87.56,True
733,11555,172,82.21,True
734,3817,172,70.0,True
735,15671,172,90.78,True
736,2381,172,80.4,True
737,3841,172,74.88,True
738,14752,172,98.35,True
739,9642,197,89.64,True
740,13075,197,99.03,True
741,10178,197,87.98,True
742,6377,197,73.92,True
743,354,197,88.64,True
744,2752,197,77.76,True
745,2652,197,92.6,True
746,15855,197,72.19,True
747,550,197,91.31,True
748,15917,197,71.79,True
749,10015,197,88.28,True
750,9681,197,72.79,True
751,5277,197,62.55,True
752,4388,197,76.62,True
753,14991,197,79.72,True
754,7861,197,59.65,False
755,5254,197,80.94,True
756,10668,197,94.92,True
757,2535,197,73.8,True
758,11995,197,98.04,True
759,2257,197,87.25,True
760,2186,197,80.19,True
761,12866,197,92.17,True
762,3185,197,65.48,True
763,9995,618,67.18,True
764,8930,618,68.17,True
765,7848,618,95.59,True
766,1600,618,81.22,True
767,5941,618,52.16,False
768,1720,618,76.75,True
769,9438,618,86.1,True
770,10663,618,70.36,True
771,7671,618,76.38,True
772,7161,618,84.42,True
773,17140,618,76.33,True
774,10042,618,55.15,False
775,13491,618,72.26,True
776,11489,618,76.58,True
777,34,618,74.78,True
778,10617,618,66.4,True
779,1791,618,77.31,True
780,16977,618,71.76,True
781,11428,618,71.31,True
782,3976,618,100.0,True
783,4689,618,80.21,True
784,4692,618,74.94,True
785,13492,618,66.84,True
786,3838,68,84.73,True
787,16919,68,58.77,False
788,7036,68,66.71,True
789,3809,68,89.1,True
790,2133,68,87.72,True
791,13900,68,92.39,True
792,8939,68,67.69,True
793,8392,68,74.56,True
794,6367,68,69.91,True
795,10323,68,59.6,False
796,3169,68,91.47,True
797,16603,68,94.42,True
798,17080,68,68.29,True
799,590,68,97.32,True
800,6508,68,83.66,True
801,11176,68,100.0,True
802,2534,68,70.5,True
803,15728,68,49.92,False
804,3374,68,77.74,True
805,15132,68,70.91,True
806,1078,68,87.87,True
807,13734,68,63.41,True
808,8569,68,90.57,True
809,5539,68,62.75,True
810,13396,68,82.21,True
811,11871,68,83.75,True
812,4742,68,78.08,True
813,6969,68,78.46,True
814,16149,68,89.04,True
815,10827,470,80.12,True
816,16401,470,75.75,True
817,11279,470,66.64,True
818,3489,470,79.92,True
819,7405,470,74.12,True
820,11112,470,97.96,True
821,9250,470,58.25,False
822,3485,470,95.91,True
823,2647,470,86.09,True
824,11420,470,72.1,True
825,5504,470,71.91,True
826,14203,470,51.27,False
827,831,470,77.88,True
828,1050,470,61.84,True
829,14716,470,75.12,True
830,13086,470,68.6,True
831,8654,470,72.56,True
832,5943,470,100.0,True
833,14186,470,84.13,True
834,15643,470,90.17,True
835,7369,470,54.73,False
836,15018,470,81.51,True
837,4504,470,65.75,True
838,15304,470,87.29,True
839,7510,470,93.05,True
840,1104,470,64.06,True
841,60,664,68.51,True
842,11541,664,70.59,True
843,5658,664,76.32,True
844,15696,664,89.69,True
845,2867,664,96.22,True
846,1247,664,94.21,True
847,15795,664,100.0,True
848,9102,664,79.6,True
849,340,664,67.64,True
850,7149,664,83.08,True
851,2871,664,65.99,True
852,6405,664,100.0,True
853,12634,664,77.96,True
854,1006,664,66.48,True
855,12072,664,85.61,True
856,5691,664,84.01,True
857,7273,664,67.19,True
858,1429,664,66.38,True
859,12813,664,93.71,True
860,6721,664,76.2,True
861,2650,664,67.73,True
862,2373,664,96.73,True
863,11034,664,76.66,True
864,325,664,65.85,True
865,13397,664,75.93,True
866,16834,664,73.85,True
867,8916,664,93.74,True
868,9729,369,85.34,True
869,9702,369,62.91,True
870,5194,369,63.71,True
871,12846,369,82.81,True
872,11538,369,67.81,True
873,1691,369,85.78,True
874,13748,369,67.73,True
875,6995,369,74.9,True
876,842,369,71.49,True
877,403,369,73.84,True
878,13555,369,99.53,True
879,2838,369,79.46,True
880,17064,369,79.47,True
881,2013,369,79.99,True
882,8988,369,42.7,False
883,12883,369,80.55,True
884,16561,369,57.91,False
885,5482,369,66.72,True
886,14609,369,86.38,True
887,4699,369,72.07,True
888,10892,369,76.53,True
889,8215,369,78.57,True
890,4822,369,86.52,True
891,3733,369,66.15,True
892,1921,402,70.82,True
893,9283,402,89.02,True
894,15197,402,77.29,True
895,9603,402,69.92,True
896,1683,402,75.18,True
897,14654,402,82.04,True
898,6432,402,71.57,True
899,1343,402,75.39,True
900,9660,402,58.42,False
901,3803,402,59.28,False
902,16379,402,92.96,True
903,10066,402,91.46,True
904,5459,402,86.62,True
905,12508,402,84.59,True
906,16833,402,83.55,True
907,14277,402,69.86,True
908,8532,402,50.01,False
909,5822,402,66.87,True
910,14424,402,56.34,False
911,348,402,67.2,True
912,14803,402,84.09,True
913,6296,402,78.41,True
914,11462,402,77.24,True
915,1940,402,59.14,False
916,8359,394,66.65,True
917,81,394,69.37,True
918,9986,394,76.43,True
919,4499,394,69.01,True
920,5691,394,69.12,True
921,5449,394,78.0,True
922,6885,394,82.5,True
923,2166,394,78.93,True
924,3066,394,88.82,True
925,12049,394,70.85,True
926,8360,394,88.98,True
927,12949,394,94.66,True
928,9779,394,72.76,True
929,2360,394,73.59,True
930,2670,394,71.05,True
931,8065,394,79.23,True
932,2284,394,69.44,True
933,10939,394,54.1,False
934,7402,394,58.75,False
935,7668,394,71.75,True
936,7823,394,85.33,True
937,6653,394,68.59,True
938,1401,394,62.31,True
939,16573,394,80.46,True
940,7713,394,76.56,True
941,16572,394,94.87,True
942,13769,394,97.84,True
943,11116,394,56.56,False
944,262,454,76.76,True
945,9665,454,68.79,True
946,5729,454,68.34,True
947,7403,454,57.69,False
948,4436,454,60.04,True
949,12261,454,99.58,True
950,4507,454,55.97,False
951,9906,454,78.9,True
952,3142,454,95.16,True
953,14508,454,69.49,True
954,12053,454,80.26,True
955,10742,454,70.82,True
956,14756,454,100.0,True
957,11571,454,57.07,False
958,13823,454,71.76,True
959,14471,454,99.58,True
960,9285,454,62.39,True
961,6874,454,71.62,True
962,13088,454,79.64,True
963,6535,454,59.92,False
964,13052,454,99.52,True
965,10386,454,68.76,True
966,5691,454,73.56,True
967,15726,454,61.63,True
968,15898,454,76.45,True
969,1447,454,81.55,True
970,12666,454,75.8,True
971,13730,454,87.04,True
972,16638,454,100.0,True
973,15792,756,70.15,True
974,3761,756,76.23,True
975,9477,756,85.4,True
976,15473,756,74.52,True
977,9476,756,79.67,True
978,10504,756,84.89,True
979,7502,756,76.76,True
980,1828,756,100.0,True
981,14192,756,91.37,True
982,10875,756,100.0,True
983,10680,756,64.34,True
984,12564,756,75.66,True
985,14294,756,76.21,True
986,16578,756,70.9,True
987,17053,756,73.49,True
988,1295,756,87.07,True
989,15457,756,70.44,True
990,8442,756,65.57,True
991,14015,756,60.91,True
992,3868,819,80.72,True
993,14155,819,74.37,True
994,3055,819,78.68,True
995,1359,819,50.11,False
996,3554,819,94.77,True
997,6067,819,66.32,True
998,8267,819,76.46,True
999,12576,819,71.81,True
1000,3900,819,80.3,True
1001,10308,819,85.21,True
1002,1452,819,65.21,True
1003,14719,819,92.54,True
1004,2303,819,68.21,True
1005,11223,819,65.75,True
1006,1402,819,83.57,True
1007,15209,819,77.3,True
1008,7100,819,89.37,True
1009,4452,819,80.71,True
1010,6992,819,79.22,True
1011,836,819,70.16,True
1012,3861,819,78.25,True
1013,13561,819,86.81,True
1014,16494,819,92.36,True
1015,11282,819,60.74,True
1016,5331,819,58.0,False
1017,479,658,67.64,True
1018,12103,658,63.93,True
1019,9869,658,100.0,True
1020,1293,658,83.37,True
1021,8303,658,78.67,True
1022,16907,658,75.59,True
1023,7884,658,72.78,True
1024,16883,658,83.86,True
1025,13498,658,72.03,True
1026,14525,658,81.16,True
1027,9366,658,77.14,True
1028,14515,658,84.59,True
1029,9521,658,99.9,True
1030,13326,658,72.86,True
1031,327,658,94.92,True
1032,8440,658,91.61,True
1033,13188,658,68.98,True
1034,7653,658,100.0,True
1035,13595,163,97.32,True
1036,13504,163,67.56,True
1037,7326,163,86.95,True
1038,14147,163,70.65,True
1039,947,163,85.39,True
1040,11726,163,67.19,True
1041,15259,163,81.67,True
1042,3658,163,81.45,True
1043,9696,163,62.12,True
1044,3033,163,92.85,True
1045,16083,163,78.33,True
1046,1703,163,82.28,True
1047,5888,163,100.0,True
1048,2062,163,60.84,True
1049,4559,163,76.83,True
1050,9172,163,77.14,True
1051,6567,163,72.47,True
1052,9765,163,84.0,True
1053,3266,163,71.15,True
1054,11708,163,71.77,True
1055,6391,163,74.45,True
1056,17097,163,97.8,True
1057,10179,163,48.74,False
1058,1960,163,71.48,True
1059,9887,163,51.6,False
1060,10789,163,88.11,True
1061,14340,163,74.2,True
1062,13758,339,81.85,True
1063,8263,339,90.15,True
1064,6109,339,61.85,True
1065,6807,339,67.29,True
1066,3248,339,76.34,True
1067,3628,339,100.0,True
1068,7443,339,77.04,True
1069,7897,339,77.05,True
1070,8719,339,77.46,True
1071,6011,339,89.69,True
1072,1435,339,83.09,True
